rule,IC_train,IC_val,IC_test,val_fire_rate,test_fire_rate,val_fires,test_fires,same_sign_val_test
price_lt_0p5_lead_gt_24h,0.008609756373594677,0.021367819888702674,0.002438967366316011,0.26953193803080083,0.2102641261773269,140783,60231,True
price_lt_0p5_lead_gt_72h,0.012473829624758946,0.0014544328760081869,-0.020514475349827522,0.1868476271433057,0.14752804987886362,97595,42260,False
price_lt_0p1,0.032910511124032996,-0.03790263473164748,0.11211797658653615,0.33828428331840005,0.3403059479008846,176694,97482,False
price_gt_0p9,0.018072509312956793,0.07912933190544244,0.05256679389824873,0.15606405219748662,0.12745152799402348,81516,36509,True
price_mid_lead_gt_24h,-0.0068524541460303744,0.047262167934867164,0.009309585095697844,0.10929423116686195,0.11091833243731979,57087,31773,True
