split,scheme,IC_target,IC_pnl_res,spearman_price
train,equal,0.17520936158943914,0.14576591241547265,0.1387120166145302
train,ic_weighted,0.20534457513772095,0.15960553302425778,0.17950112453133665
train,shrinkage_markowitz,0.30067906729778526,0.20940507060447616,0.2945138284451957
val,equal,-0.0828100797997231,0.05217004888616834,-0.29596258129093145
val,ic_weighted,-0.06327008969264852,0.056740190783734046,-0.25554540680019916
val,shrinkage_markowitz,0.10326333563205846,0.1252397145104902,0.029134569480891548
test,equal,-0.03134150284738967,-0.02885383836909928,0.030802261317550657
test,ic_weighted,0.03322887436494039,0.00601288177323385,0.0787274282760457
test,shrinkage_markowitz,0.0677819585134999,-0.01816900276440153,0.22313546055846625
