split,scheme,IC_target,IC_pnl_res,spearman_price
train,equal,0.4117621491650844,0.11492919967735098,0.6390535227057256
train,ic_weighted,0.4130587232848379,0.08502558806955728,0.6903211843290412
train,shrinkage_markowitz,0.4645402317329346,0.12827191602259458,0.7240086960962251
val,equal,0.11731959118812549,-0.002851445932110467,0.25051129088076024
val,ic_weighted,0.2390656173621726,0.06685116724591211,0.3575804270698714
val,shrinkage_markowitz,0.24267929194465576,0.05445893442227717,0.3957953869878914
test,equal,0.22950172414962708,0.09428878381111826,0.30005993425292876
test,ic_weighted,0.22618661087130845,0.09375398696884576,0.2871652625332472
test,shrinkage_markowitz,0.2515250864721292,0.09817255247537636,0.3353498915171456
