split,scheme,IC_target,IC_pnl_res,spearman_price
train,equal,0.2705486325961025,0.20624280423852798,0.16324544485590675
train,ic_weighted,0.3208950032465139,0.22986441269778288,0.2434480136120002
train,shrinkage_markowitz,0.41603074265107154,0.2892440226874936,0.3648164435608721
val,equal,-0.10422622605174124,-0.14585480773947143,0.07272785511951226
val,ic_weighted,-0.08631429412678063,-0.13465604058683467,0.11192723184231518
val,shrinkage_markowitz,-0.05584399723005296,-0.10176919961830971,0.14108426096508464
test,equal,0.3829083923867906,0.4061880443106484,-0.029201704578468195
test,ic_weighted,0.38635799733418413,0.4078675405048995,-0.04720183498144813
test,shrinkage_markowitz,0.4462639283741835,0.5115987901311658,-0.2282227813442643
