wallet,n,exposure_pctile,exposure,cum_cpnl_frac
0x0710ac955e0127fda1a4dab675f0f6dcd7b842a2,664,0.8054298642533937,4.463889280000001,1.0144665899509167
0x0710ac955e0127fda1a4dab675f0f6dcd7b842a2,664,0.8144796380090498,4.32711664,1.0109970211103634
0x0710ac955e0127fda1a4dab675f0f6dcd7b842a2,664,0.8235294117647058,4.069230299381726,0.9966331837504429
0x0710ac955e0127fda1a4dab675f0f6dcd7b842a2,664,0.832579185520362,3.6013018799999994,0.9970032540781969
0x0710ac955e0127fda1a4dab675f0f6dcd7b842a2,664,0.8416289592760181,3.3966000000000007,0.9958444725899408
0x0710ac955e0127fda1a4dab675f0f6dcd7b842a2,664,0.8506787330316742,2.910809400000012,0.9902963292563551
0x0710ac955e0127fda1a4dab675f0f6dcd7b842a2,664,0.8597285067873304,2.763499000000001,1.0104309947615173
0x0710ac955e0127fda1a4dab675f0f6dcd7b842a2,664,0.8687782805429864,2.4737850000000003,1.0329778953112558
0x0710ac955e0127fda1a4dab675f0f6dcd7b842a2,664,0.8778280542986425,2.3436344499999975,1.032977895311255
0x0710ac955e0127fda1a4dab675f0f6dcd7b842a2,664,0.8868778280542986,2.2,1.0236578265289444
0x0710ac955e0127fda1a4dab675f0f6dcd7b842a2,664,0.8959276018099548,1.7981999999999994,1.0136990927559504
0x0710ac955e0127fda1a4dab675f0f6dcd7b842a2,664,0.9049773755656109,1.7372880000000002,1.010420160807836
0x0710ac955e0127fda1a4dab675f0f6dcd7b842a2,664,0.9140271493212669,1.5169833800000003,1.0047979621663696
0x0710ac955e0127fda1a4dab675f0f6dcd7b842a2,664,0.9230769230769231,1.3230942199999993,1.0047979621663696
0x0710ac955e0127fda1a4dab675f0f6dcd7b842a2,664,0.9321266968325792,1.14,1.0047979621663738
0x0710ac955e0127fda1a4dab675f0f6dcd7b842a2,664,0.9411764705882353,0.9956,1.0037086638588142
0x0710ac955e0127fda1a4dab675f0f6dcd7b842a2,664,0.9502262443438914,0.7546048020000001,1.0021120361352345
0x0710ac955e0127fda1a4dab675f0f6dcd7b842a2,664,0.9592760180995475,0.5246692395455635,1.0015721336628205
0x0710ac955e0127fda1a4dab675f0f6dcd7b842a2,664,0.9683257918552036,0.33231066,1.000956996033457
0x0710ac955e0127fda1a4dab675f0f6dcd7b842a2,664,0.9773755656108597,0.08922431999999844,1.0000110325643063
0x0710ac955e0127fda1a4dab675f0f6dcd7b842a2,664,0.9864253393665159,0.012599999999999731,0.9999853763726055
0x0710ac955e0127fda1a4dab675f0f6dcd7b842a2,664,0.995475113122172,0.005499999999998906,1.0000000000000033
0x0710ac955e0127fda1a4dab675f0f6dcd7b842a2,664,1.0,0.001725210000000832,0.9999999999999991
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.0,4765.641562835999,0.0013824930692572163
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.008097165991902834,3650.976483840942,0.03324279952879378
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.016194331983805668,1981.5773868058025,0.05879873044122501
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.024291497975708502,1813.3423000000003,0.05879873044122501
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.032388663967611336,1635.8707220665335,0.05879873044122501
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.04048582995951417,1551.5856522400004,0.05879873044122501
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.048582995951417005,1492.4125690399296,0.05990964975947343
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.05668016194331984,1169.1207937800002,0.05990964975947343
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.06477732793522267,1118.8455639200004,0.05990964975947343
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.0728744939271255,1007.6388176400002,0.0834871519267636
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.08097165991902834,896.4429847600002,0.0834871519267636
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.08906882591093117,814.7779999999997,0.08252994561972406
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.09716599190283401,700.9656518800001,0.08252994561972408
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.10526315789473684,698.07050088,0.08252994561972408
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.11336032388663968,691.6105008800001,0.08252994561972408
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.1214574898785425,661.3505008800001,0.1668249242753621
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.12955465587044535,520.2213837638377,0.7893217474126281
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.13765182186234817,489.58337659831705,0.7893217474126281
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.145748987854251,471.9540251400001,0.7940305842980344
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.15384615384615385,446.81357486000013,0.7964263347843055
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.16194331983805668,415.8457135800001,1.087068017103586
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.1700404858299595,395.90928223233584,1.0870680171035862
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.17813765182186234,390.63241609999994,1.0870680171035862
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.1862348178137652,385.0591437,1.0870680171035862
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.19433198380566802,360.2555779199999,1.0774959552380712
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.20242914979757085,344.2556262,1.0774959552380712
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.21052631578947367,325.2443800537155,0.9959747861244755
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.21862348178137653,315.16020172,0.9959747861243767
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.22672064777327935,284.0,1.1070107177409643
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.23481781376518218,276.78399165999997,1.2282640024793898
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.242914979757085,261.65212,1.229409778428916
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.25101214574898784,257.24343078,1.1691057810854324
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.2591093117408907,250.5112056,1.1715945174837352
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.26720647773279355,241.9977349355859,1.156569673167323
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.27530364372469635,223.91004158192095,1.0702101956695007
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.2834008097165992,201.88632704000008,1.0702101956695091
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.291497975708502,201.00781763999998,1.0817067220202077
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.29959514170040485,193.335018,1.0817067220202081
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.3076923076923077,180.9830666,1.0817067220202081
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.3157894736842105,178.82728548000003,1.0855945311122084
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.32388663967611336,175.67208548000002,1.0778220158990475
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.3319838056680162,152.60808844,1.0778220158990475
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.340080971659919,151.4176,1.155999352290104
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.3481781376518219,151.15938744,1.0113086332643015
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.3562753036437247,141.47654235565975,1.0149236000761128
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.3643724696356275,134.784187,1.014923600076118
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.3724696356275304,130.61471955,1.014923600076118
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.3805668016194332,128.675,1.1154063321575944
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.38866396761133604,116.17702443800002,1.1154063321575944
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.3967611336032389,113.31857645082013,1.1154063321575451
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.4048582995951417,110.23019177487882,1.0983491052929493
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.41295546558704455,106.07730760000001,1.1030481168779407
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.42105263157894735,101.49031151000001,1.1516624236379733
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.4291497975708502,99.86938744,1.1516624236379733
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.43724696356275305,97.2,1.1336669450656298
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.44534412955465585,93.006,1.1336669450656298
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.4534412955465587,91.0,1.1336669450656298
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.46153846153846156,89.50212982999977,1.1307474658291592
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.46963562753036436,86.87557626,1.0741462583593782
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.4777327935222672,83.73462825000001,1.059788163753785
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.48582995951417,79.781931243,1.059788163753785
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.4939271255060729,70.09549272000001,1.057634449562946
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.5020242914979757,68.14128515,1.057634449562946
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.5101214574898786,66.35948548000002,1.057634449562946
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.5182186234817814,65.15308548000002,1.0562909147903852
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.5263157894736842,64.38388080000001,1.054891862062605
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.5344129554655871,61.68705642000001,1.0170822129345398
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.5425101214574899,60.307104640000006,1.0170822129345398
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.5506072874493927,59.59749471400001,0.9910070516451063
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.5587044534412956,58.883500000000005,0.9910070516451063
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.5668016194331984,53.87557626,0.9910070516451063
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.5748987854251012,49.618783312000005,0.9910070516451063
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.582995951417004,48.14970724,0.9898584040766587
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.5910931174089069,47.6,0.9898584040766587
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.5991902834008097,46.32159551585819,0.9898584040766585
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.6072874493927125,45.014962434333334,0.9898584040766585
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.6153846153846154,44.2960496,0.9898584040766553
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.6234817813765182,40.6,0.9898584040766553
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.631578947368421,39.574014194939615,0.9898584040766553
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.6396761133603239,38.00426825,0.9898584040766553
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.6477732793522267,37.800000000000004,0.9898584040766553
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.6558704453441295,36.747927285,0.9898584040766553
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.6639676113360324,35.57677616,0.9898584040766553
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.6720647773279352,33.199999999999996,0.9898584040766553
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.680161943319838,32.31058215,0.9885513893555896
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.6882591093117408,30.154662794511218,0.9932736053355984
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.6963562753036437,28.0,0.9716407427965047
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.7044534412955465,27.742098930000004,0.980246027496787
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.7125506072874493,26.704524,0.980246027496787
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.7206477732793523,26.400000000000002,0.980246027496787
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.728744939271255,25.991999999999994,0.9553663211642114
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.7368421052631579,25.4,0.9553663211642114
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.7449392712550608,24.0191965,0.9553663211642114
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.7530364372469636,22.0,0.9553663211642114
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.7611336032388664,21.292117114676515,0.9729721153901428
