n,median_exposure,mean_roi_res,med_roi_res,mean_copyable_roi,sd_copyable_roi,sharpe_copyable,pnl,split,axis,price_q,price_min,price_max,bin,mean_price
308,4.9999995,-0.8160068842256313,-0.868825093356222,-0.28353322503620615,3.194691372639924,-0.08875136655279138,-390.15822627859825,val,marg,1,0.037,0.11999999999999998,80-100,0.06892460403384114
130,8.54530778172144,-0.6016781325250216,-0.9212723261504935,0.21194266156043343,1.5865560882740581,0.13358661766001362,28.379641709535797,test,marg,3,0.22,0.46,0-20,0.3143256643077048
158,8.173787499999975,-0.6776275196918901,-0.9214553409376146,-0.037192134890605015,1.541831107581759,-0.024122055073164245,34.56968798184189,test,marg,3,0.22,0.46,20-40,0.3143256643077048
251,7.74,-0.646093979851246,-0.9213269270965733,0.056099824101329285,1.5530155104683354,0.03612315763955991,88.63347961665733,test,marg,3,0.22,0.46,40-60,0.3143256643077048
336,6.142199999999999,-0.7179831783229267,-0.9214553409376146,-0.2158987211763331,1.4188455930823765,-0.1521650574445547,-9.504025910706538,test,marg,3,0.22,0.46,60-80,0.3143256643077048
413,16.08,-0.691109122914305,-0.9212869342364131,-0.1636289479364911,1.3832763705700775,-0.11829085742934808,716.0819918385748,test,marg,3,0.22,0.46,80-100,0.3143256643077048
110,0.00620647000000087,-0.4004003836362126,-0.2801933191369688,0.037001211906166113,0.6584755674548983,0.056192232081109794,3.009018601700424,test,marg,4,0.46,0.9990000000000001,0-20,0.7432827322961273
70,9.16269233944638,-0.43306823761406615,-0.2192513873690118,0.008440742733420077,0.7262132730705542,0.01162295298973423,-12.642406287445922,test,marg,4,0.46,0.9990000000000001,20-40,0.7432827322961273
103,10.656699999999999,-0.35781849458176107,-0.2375247045955341,0.18387956768772246,0.6812765144567673,0.269904456980061,20.054947171916893,test,marg,4,0.46,0.9990000000000001,40-60,0.7432827322961273
233,19.12138512,-0.34938301317556564,-0.24089103458103828,0.1606946056619138,0.6240770677491871,0.25749160474920063,69.44577762674349,test,marg,4,0.46,0.9990000000000001,60-80,0.7432827322961273
720,26.29955235,-0.36452644836036335,-0.264593800179214,0.08734200842949881,0.5838848550144211,0.149587727236634,765.463780901744,test,marg,4,0.46,0.9990000000000001,80-100,0.7432827322961273
541,0.68727012,-0.9061792863198058,-0.9232816675370921,-0.4169047218954798,4.3458882894649955,-0.09593084178120999,-20.94821034305477,test,marg,0,0.0010000000000000007,0.05,0-20,0.02478242474112548
280,1.1669505599999996,-0.9099426600396143,-0.9232038684916619,-0.43356489433560086,4.812096877947673,-0.0900989538100308,-5.872894060782908,test,marg,0,0.0010000000000000007,0.05,20-40,0.02478242474112548
233,2.131410000000002,-0.8869593396402906,-0.9231196911953925,0.01812109520858584,5.19475825125973,0.003488342350520637,-42.075668093898564,test,marg,0,0.0010000000000000007,0.05,40-60,0.02478242474112548
135,3.5638599999999996,-0.916303939398906,-0.9231196911953925,-0.7530864258762822,2.86887648160113,-0.26250221322041095,-101.9260601084998,test,marg,0,0.0010000000000000007,0.05,60-80,0.02478242474112548
87,5.1513635,-0.9015924291872482,-0.9231196911953925,-0.42528735632183906,3.768388045700419,-0.11285657187217624,-171.67610333156057,test,marg,0,0.0010000000000000007,0.05,80-100,0.02478242474112548
188,4.3018327694745295,-0.7091164237581453,-0.9220031886114175,0.5665409992412577,2.8767534062428854,0.19693763045932217,60.27540678831179,test,marg,2,0.11,0.22,0-20,0.15819827397640188
284,4.76535,-0.7962478800609719,-0.9220339215046691,-0.018058449966658546,2.5054692587781413,-0.0072076118688701165,70.19509428159955,test,marg,2,0.11,0.22,20-40,0.15819827397640188
308,4.505643749999999,-0.7948665719618347,-0.9219895343683112,-0.0667505853171603,2.352693365876615,-0.028371986883334872,91.6626209300091,test,marg,2,0.11,0.22,40-60,0.15819827397640188
269,5.585362305853962,-0.8331456981711803,-0.9220071725724129,-0.3954475035297887,1.8650840662871127,-0.212026637660907,-144.17029477563042,test,marg,2,0.11,0.22,60-80,0.15819827397640188
246,8.6491495,-0.802546762785631,-0.921975344712516,-0.12208567912053511,2.288396934057679,-0.053349870078727324,127.43765139274521,test,marg,2,0.11,0.22,80-100,0.15819827397640188
275,1.7784,-0.788097982197316,-0.9225432899575496,1.030766543285882,5.038802741565665,0.20456576614578892,80.5621808535618,test,marg,1,0.05,0.11,0-20,0.07481014008682137
371,2.1759999999999997,-0.8428570579505514,-0.9225543552706348,0.18668813277108734,3.9485054994680504,0.04728070729450378,24.6854386969968,test,marg,1,0.05,0.11,20-40,0.07481014008682137
259,2.99999717199986,-0.8015031877286737,-0.9225292709182981,0.705858598440251,4.477123050469658,0.15765896770833787,57.78778081492163,test,marg,1,0.05,0.11,40-60,0.07481014008682137
186,3.9994995000000007,-0.8231490006695001,-0.9224944212425921,0.4788154654651775,4.382221582598399,0.10926317997395014,-32.24835971369296,test,marg,1,0.05,0.11,60-80,0.07481014008682137
178,5.645804799999999,-0.8552217890415743,-0.9225269810436009,-0.028998375744742382,3.5383948822692317,-0.00819534752609218,-195.87153141805305,test,marg,1,0.05,0.11,80-100,0.07481014008682137
