n,median_exposure,mean_roi_res,med_roi_res,mean_copyable_roi,sd_copyable_roi,sharpe_copyable,pnl,split,axis,price_q,price_min,price_max,bin,mean_price
1195,1.8844346400000536,-0.3218077640293605,-0.22108528949834294,0.006320847737131373,0.4193965433845832,0.01507129192367999,-46.61055843361404,val,marg,4,0.7399999999999999,0.9990000000000001,0-20,0.8812531442119556
1136,231.456106840862,-0.285131419762082,-0.23723241713946672,0.07185868300378323,0.30219163049376174,0.23779177102413707,109.72097463915306,val,marg,4,0.7399999999999999,0.9990000000000001,20-40,0.8812531442119556
1182,218.06125580399993,-0.2991768621028525,-0.26553245916811263,0.05711194130767409,0.3019526872712002,0.18914202030723684,907.7597388358045,val,marg,4,0.7399999999999999,0.9990000000000001,40-60,0.8812531442119556
1771,248.55569709501336,-0.3034016401737726,-0.2733448283805216,0.051668376222490424,0.3094586157568855,0.16696376701652973,4160.891560575914,val,marg,4,0.7399999999999999,0.9990000000000001,60-80,0.8812531442119556
4431,392.399531082,-0.3052541342079688,-0.2630102796211127,0.048241450854428644,0.3127926814851095,0.15422819557472664,45413.72155258172,val,marg,4,0.7399999999999999,0.9990000000000001,80-100,0.8812531442119556
2812,13.958052805000033,-0.5907151407475411,-0.9244316931674064,0.04294343798208346,1.7636287872802006,0.024349476653933024,427.2305687042929,val,marg,1,0.180000011068869,0.32,0-20,0.25244937303234855
1896,18.081310769999995,-0.6365896135441589,-0.9252802637167568,-0.10201094015798881,1.6702082829035183,-0.06107677779004381,435.600757243051,val,marg,1,0.180000011068869,0.32,20-40,0.25244937303234855
1711,20.999999999999996,-0.6151754696351099,-0.925013994711527,-0.029634549476903155,1.7235998277798705,-0.017193404756297024,1798.054399796593,val,marg,1,0.180000011068869,0.32,40-60,0.25244937303234855
1744,24.001744800000026,-0.6435470906219757,-0.9252802637167568,-0.10535102154685841,1.6961921099392951,-0.062110312227916686,-8165.588191560925,val,marg,1,0.180000011068869,0.32,60-80,0.25244937303234855
1686,100.04504114349997,-0.6648006310830631,-0.925677537511327,-0.19598131669068825,1.5942391086551324,-0.12293094280945979,-7553.093039078885,val,marg,1,0.180000011068869,0.32,80-100,0.25244937303234855
2017,12.74862437043373,-0.44148000487073835,-0.9338547230281572,0.09386091518536752,1.2747767921241648,0.07362929397935364,28.649127450635817,val,marg,2,0.32,0.47000000116300944,0-20,0.39283059000291365
1689,16.757266929773127,-0.4789123767820553,-0.934604777939739,0.011509265129164713,1.2593531799375062,0.009139028917794011,-315.2741840951902,val,marg,2,0.32,0.47000000116300944,20-40,0.39283059000291365
2218,30.002102463787885,-0.48570600738080194,-0.9343181475700864,-0.003137653844782179,1.257386703187336,-0.0024953769885020845,-1161.5625561465622,val,marg,2,0.32,0.47000000116300944,40-60,0.39283059000291365
