wallet,n_top,n_rest,sharpe_top,sharpe_rest,diff
0x0710ac955e0127fda1a4dab675f0f6dcd7b842a2,75,267,0.03442192037156305,0.051709850092403455,-0.017287929720840402
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,26,94,0.8321617626233739,0.07753617974327039,0.7546255828801035
0x0af81897d46778069b55d19a1c748b2a4abf9454,28,98,0.10218597884553017,-0.19414682580696035,0.2963328046524905
0x0cb10c40b0776e9ee8cef970af85724654dda76c,87,285,0.16851995784333393,0.03729518062694434,0.1312247772163896
0x0e3226217752d7247c67b870b72b99ba3e20535b,109,284,1.1763704075071104,0.0636780454515607,1.1126923620555498
0x0f779044b20ce15133bbde2777ab4fe56003a9a9,31,114,0.37973786103349005,0.35416168151338073,0.02557617952010932
0x0fe90c22827e72c7aef24bdc52b6392943fd4fd9,33,94,3.033161080572983,0.512240999333377,2.5209200812396064
0x183a2a0b034877e761af0778da5134bebc37d514,35,107,1.7523837043510708,0.24959564082417227,1.5027880635268986
0x1c1e841584db14084e10e7dca2ad0ab7b60dbfe7,168,511,0.09088254775059657,-0.03661960116786473,0.1275021489184613
0x20275a9ab620f052e90a43dc4a7eee486cae6d60,133,451,0.3422572740300574,0.16007527975071414,0.18218199427934326
0x23c03965864fb45d44a897760d349cda5e7e564c,33,96,0.23973482069889349,0.13004058485244943,0.10969423584644405
0x2625e0f62524fea18c26edd95877ce1710c8b2f8,39,149,4.033958005912388,1.1023566047340665,2.9316014011783214
0x2853240a0f4e9e11a949a5cfa6e0fe953a293482,88,208,0.29193227250724274,-0.09361377393619316,0.38554604644343593
0x297a3768fab6559281d89d217b6b7be9338292e0,84,230,0.385894295559287,0.1339745731183702,0.2519197224409168
0x2ada299aaaf27c806424ec6dcb0c169d1a9c2f28,78,175,1.771981040717016,0.2913341490214695,1.4806468916955464
0x2ff1797eebc8aa658ca38c0ae55246c1cea072eb,28,71,0.3996324154919581,0.38754134779535326,0.01209106769660484
0x3078db4a9737866b4d6529f655025b3a20f80389,2214,8033,0.7720795233420492,-0.015224516891241602,0.7873040402332908
0x37a46125cfa561a8b52c4a6ddd093a65bb4ca487,69,205,1.188659792798832,0.3704589785208789,0.8182008142779531
0x387fa87c9354d532a966b4ab058615fe433b158a,25,79,0.23082268436221198,0.004830875735099515,0.22599180862711246
0x3a5a19da3731d31c6cfa71449794f8f25b703427,17,42,0.8779315638910684,0.057859203631243986,0.8200723602598244
0x444e1b2ccf56b63e6b54e1357df184843f3401d0,14,54,2.054980458987381,0.24319084936272023,1.8117896096246608
0x46164533c59b3c823ba87e0e485ab9a7afffa910,36,169,0.5327717484583103,0.23695628407921596,0.29581546437909434
0x481d26886bb2c3f106ca59def5d063a17fbe48cf,21,48,1.8944768457180023,0.35637212289961534,1.538104722818387
0x4bb254b64c93730e18c89759712f2b003647a656,20,42,0.25464596102827797,0.33775036993938085,-0.08310440891110288
0x5235578efe24555b0c98e7dc10a902b09089c04a,128,501,0.41865179856959384,0.32505308173522024,0.0935987168343736
0x534b8e148f001806512adb7d86d8f70254cfb321,37,313,-1.1887609677166453,0.5379211180078203,-1.7266820857244656
0x551e72eda42a5ab39d6d78239a1d9bbb5db6b0e0,143,571,0.43011342961031385,0.05185885555277192,0.3782545740575419
0x5739ddf8672627ce076eff5f444610a250075f1a,223,565,1.5986765764585005,0.43899044279755006,1.1596861336609505
0x57c50a744b729f6764fbb9fdc02ddce2e7d528e5,21,77,0.4459989123465757,0.2999959925778659,0.14600291976870977
0x57c5de7efafb020e589f80e0da6e16e9b5c907aa,66,195,0.7556132252761697,0.11823875578127983,0.6373744694948899
0x57cd8cad26e2d72dbfb25f2642a486cc374282ac,94,309,2.4109360205744648,0.22400181008488448,2.1869342104895804
0x5afdc3662d84189688b789a00fe295a81c3b7e8d,18,69,0.58810572456265,0.4362792044458456,0.15182652011680436
0x5c1640a92fb8022554750f5c0112240132e8df3a,819,3002,0.6451605846686369,0.08231321873011385,0.562847365938523
0x5d5db930389105ecc1927de972696a4e52ba6be6,22,61,0.840530258543379,0.6279381041546291,0.2125921543887499
0x5d67c465e9156fc2077d2f881c65405d09a64e16,52,196,0.4655382786676252,0.015580065854352645,0.4499582128132726
0x6002bdd47f5cfe28f6e90bd254a503410a10f4be,18,43,1.880079416354556,0.36798569611631293,1.512093720238243
0x633fdd77ddf73aedd42e5af1eb4104fdc5243c8a,15,53,7.951312616908659,0.48321061196442644,7.468102004944233
0x668d85d791049bf0100e557a72c7ed4dc97297d2,29,69,0.1529008481193642,0.12936693354498152,0.02353391457438267
0x6752b1816b52795321ff6a4c14a2bb6fd77bfafb,75,219,0.4514331426099108,0.12805801084512125,0.32337513176478955
0x6a9b04663e24b275bf6258a53976eb1a516e4d6c,101,319,2.0003702492263558,0.4957712547433013,1.5045989944830545
0x6c58c9bc14a90cd9f769d7721a3a53d5ecd6c2dd,36,99,2.0519439065601817,0.14106947395770805,1.9108744326024736
0x70120bd6d2a6af63dee89226937554b9549d4035,35,169,2.0579012280410636,0.6240701704074009,1.4338310576336628
0x70c907411393dd590ef46908a80bb4cfb3dfcef3,19,70,1.4753347706438324,0.22264169389389601,1.2526930767499365
0x730a0ececde4c8fe58554a6998e8bde5db7951a0,426,1145,0.47390892859423606,0.09480399137459902,0.379104937219637
0x742ff6df87485287bb4db5b0d7fa7af13047d673,442,1686,0.6050788545698553,0.23188407379930556,0.3731947807705498
0x75049bd489194be19c45c31ed311e556411c9c69,112,368,0.5897236191609129,0.07547691697564667,0.5142467021852662
0x7df61ca342c9b53ba9b4c60745718ed48a77ac3b,274,967,0.4323120589829467,-0.026803621835818404,0.45911568081876514
0x84c6c9f6eed47b4bb70bd9acf2c77a3c74e3c8c8,67,182,-0.5774181043538931,0.5518832863670122,-1.1293013907209053
0x89c73a6b97b2e58972fb83b7d661121814ba3ff0,10,50,0.39726794042513897,0.30563880565876356,0.09162913476637541
0x8b72cb885a6bd4ea9d1da393ca231f0fa3476dbe,48,167,0.18731266883451583,0.03670853681738091,0.1506041320171349
0x8fd7cb4f07fc195adba70dc1271cd18b8d75eb50,68,241,3.3759523301318715,0.055161408051587,3.3207909220802843
0x91c92bca4f5c8d240dc7af7945ba2ac18025d319,17,55,0.4188785335993817,0.25097831254825964,0.16790022105112207
0x91d78f022fc8297a2b3169b6dc48c7906b052f8a,22,47,0.45321384495513234,0.32665147574067094,0.1265623692144614
0x92d0cb81e6c891b835c8e0272e8c323095bd269e,90,309,0.4457098678201645,-0.08167969401411541,0.5273895618342799
0x977ac477cb8d2f3c9d357afed779ad7570acf2ca,131,517,0.4879093337008454,-1.1586551951403388,1.646564528841184
0x993c072519306017fe9a6b3ee6fa4a02b3056787,89,266,1.177206169855256,0.25436237796605543,0.9228437918892006
0x99984e22205053950eb25453779267bcc1aee858,43,105,0.3164428948970058,-0.3079161601064546,0.6243590550034603
0xa1afdc1e14e844de60009060de2130c22abed889,139,444,0.23141934373123735,0.09316845582403456,0.1382508879072028
0xa486f1e84d08b356967943a47b70bb8504dd25d4,17,96,3.7077515865931567,0.1033215203422357,3.604430066250921
0xa4b366ad22fc0d06f1e934ff468e8922431a87b8,151,469,0.32146249723747244,0.09617706497246109,0.22528543226501135
0xaa6474093cf727e0f409dee75a6b2aac12a1a43d,23,82,1.5390111943424405,0.146980395003048,1.3920307993393926
0xabb105927d94be1a1b600c8fb09120825bd48b46,60,161,0.48507959603409945,0.16542337425718792,0.31965622177691155
0xada6509dcd04497e5bfca458a6f77d818aeb8bcf,30,104,0.5718149496276734,-0.2628216417652844,0.8346365913929579
0xc0fa96468f4602c178a27acdc29cf97378400a56,100,325,0.9093480766194668,0.11561247606034337,0.7937356005591234
0xc5fe4e2927af431482ae4bb820b9e122c7c4e320,11,56,0.0499467925470781,0.32862363020481483,-0.2786768376577367
0xcc3cb27ba6fe4877d74dd990499ab26fce0bb218,124,382,0.23457969543284748,0.08373074855647533,0.15084894687637215
0xcd6be6693e2bc11150d397caa9e6f7c6744b68f5,36,142,0.37951917967171583,0.05963315773794325,0.3198860219337726
0xce41369f5db6f155fb6d2ae31f6d57052904fa02,81,271,0.4399471574608059,0.5641082595363675,-0.12416110207556152
0xd08e8f5efb47d9ff61c30e9c8546f82f7f2a2f7c,42,171,0.5363953773765522,0.17789487155617945,0.35850050582037274
0xd1acd3925d895de9aec98ff95f3a30c5279d08d5,131,497,1.3813374339242972,0.11721333466254398,1.2641240992617533
0xd3989ba133ab48b5b3a81e3dba9b37b5966a46d7,141,343,1.1676873534517107,0.18114717957298115,0.9865401738787296
0xde264f5e8340592f43e565c520958b53ffd70972,136,483,0.384826007288825,0.02237057608866952,0.36245543120015544
0xe1b361d6a6f237b9ed7534d19b232df8369e1426,130,348,0.3794107336031975,0.1321824096765438,0.2472283239266537
0xe27757cc1dff108d82cb2ce371a40ef7a52b8e46,20,68,-0.20234679826214624,0.3578215756496961,-0.5601683739118424
0xe781f51daaa8aaa3d48077991789fb412dd15e52,17,56,-0.009745947281542815,0.21016128673109893,-0.21990723401264176
0xeafc14c8639ef6fbf882b74c3e6de2fe72d10d5c,25,82,0.32115362794743213,0.17175490838074464,0.1493987195666875
0xf1e591c33f89a2b8ff54ef1f82881e10592f18f4,23,67,1.4766505719129777,0.21325431841413273,1.263396253498845
0xf206feb2396fea38d8075e6acad9cf5655b68cf6,22,69,0.7116745620575118,0.5500635062289385,0.16161105582857327
0xf59fe344fb8af90a14bd6f2fe62430e56dc03be9,31,88,0.6657426942146591,0.1589604783550356,0.5067822158596236
0xf71061cce6d1ab8aaef8f6928a4fdb5dfe15edc9,39,129,0.23771776902551983,0.08355975023109008,0.15415801879442975
0xf72044fb3f98854411a069d9a682e54e4b824599,24,70,-0.10630616288624183,-0.3779898493907627,0.27168368650452085
0xfb461c16ef90a513e1412f1d53c1021ece14f68b,113,484,0.1934967145765776,0.07974077066098215,0.11375594391559546
0xe97b7b1396a99341b32984fa8bbf62f2f68ab2ea,17,66,1.0490715644774848,0.16411786604651174,0.8849536984309732
0x0710ac955e0127fda1a4dab675f0f6dcd7b842a2,13,61,0.5873517183383739,0.28972037381289967,0.2976313445254742
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,107,45,-1.58285079489564,-1.7907623085623812,0.2079115136667411
0x0af81897d46778069b55d19a1c748b2a4abf9454,22,12,-0.2053340084419789,-0.004275335028159696,-0.20105867341381922
0x0cb10c40b0776e9ee8cef970af85724654dda76c,376,592,0.07260608211015852,0.19543303284285501,-0.12282695073269649
0x0e3226217752d7247c67b870b72b99ba3e20535b,277,1033,-0.06712065375278947,0.016951414385685037,-0.08407206813847451
0x0f779044b20ce15133bbde2777ab4fe56003a9a9,12,20,0.2238960805204561,-2.83948611000461,3.0633821905250658
0x1c1e841584db14084e10e7dca2ad0ab7b60dbfe7,579,1194,0.1131921029955506,-0.18674228761580383,0.2999343906113544
0x20275a9ab620f052e90a43dc4a7eee486cae6d60,57,90,-0.6107018677940256,-0.09019065786026947,-0.5205112099337561
0x2853240a0f4e9e11a949a5cfa6e0fe953a293482,253,381,0.055369441525188454,0.20048158187923473,-0.1451121403540463
0x297a3768fab6559281d89d217b6b7be9338292e0,49,288,0.12385486359325772,-0.013074782359365135,0.13692964595262286
0x2ff1797eebc8aa658ca38c0ae55246c1cea072eb,41,76,-0.5975013804837479,-0.019762878677001234,-0.5777385018067467
0x3078db4a9737866b4d6529f655025b3a20f80389,1203,23603,0.3285075244556659,-0.05993956561191281,0.3884470900675787
0x3a5a19da3731d31c6cfa71449794f8f25b703427,59,153,0.02443490232128429,0.18673060604860703,-0.16229570372732274
0x481d26886bb2c3f106ca59def5d063a17fbe48cf,21,97,0.3177128157863396,-0.599668149209645,0.9173809649959845
0x4bb254b64c93730e18c89759712f2b003647a656,12,45,2.0323448976657903,-0.4487653815594164,2.4811102792252067
0x5235578efe24555b0c98e7dc10a902b09089c04a,175,744,-0.4908694024922517,-0.3544575610057647,-0.136411841486487
0x551e72eda42a5ab39d6d78239a1d9bbb5db6b0e0,130,326,0.30119384451618303,0.3023204878035072,-0.0011266432873241472
0x5739ddf8672627ce076eff5f444610a250075f1a,56,307,2.004894313607659,0.15100126949441672,1.8538930441132424
0x57c5de7efafb020e589f80e0da6e16e9b5c907aa,87,74,1.2455512546502894,-0.1321977841507275,1.377749038801017
0x57cd8cad26e2d72dbfb25f2642a486cc374282ac,72,173,-0.4557606064798355,-0.4782746214387309,0.02251401495889538
0x5c1640a92fb8022554750f5c0112240132e8df3a,101,313,0.48953276818456476,-0.6352142935272724,1.1247470617118371
0x668d85d791049bf0100e557a72c7ed4dc97297d2,38,113,0.30572058686835857,-0.5917145105459164,0.897435097414275
0x6752b1816b52795321ff6a4c14a2bb6fd77bfafb,105,104,0.0653977023153255,0.15579830092911814,-0.09040059861379264
0x730a0ececde4c8fe58554a6998e8bde5db7951a0,66,406,0.3194906986784881,-0.004223201130511274,0.3237138998089994
0x742ff6df87485287bb4db5b0d7fa7af13047d673,88,2081,0.8403021236537647,0.049083694127608025,0.7912184295261566
0x7df61ca342c9b53ba9b4c60745718ed48a77ac3b,1090,1431,-0.08610201561185066,-0.051992867113336505,-0.03410914849851415
0x8b72cb885a6bd4ea9d1da393ca231f0fa3476dbe,469,314,0.14353824257388373,0.025362658249908698,0.11817558432397503
0x91c92bca4f5c8d240dc7af7945ba2ac18025d319,18,58,0.004621289195099177,-0.42062770239089053,0.4252489915859897
0x92d0cb81e6c891b835c8e0272e8c323095bd269e,503,342,0.0892124746766634,0.014659169480603038,0.07455330519606036
0x977ac477cb8d2f3c9d357afed779ad7570acf2ca,97,58,0.2766580132311076,-0.352102481868195,0.6287604950993027
0x993c072519306017fe9a6b3ee6fa4a02b3056787,37,2804,2.3725384994858114,-0.10291912749902234,2.475457626984834
0x99984e22205053950eb25453779267bcc1aee858,36,68,0.27209798566227267,0.16232819898064213,0.10976978668163054
0xa4b366ad22fc0d06f1e934ff468e8922431a87b8,155,321,0.5444961027091244,0.21600604506287827,0.32849005764624617
0xaa6474093cf727e0f409dee75a6b2aac12a1a43d,25,192,0.7610374297309122,0.4674225506524213,0.2936148790784909
0xcd6be6693e2bc11150d397caa9e6f7c6744b68f5,273,289,0.04644216332100237,0.02707873270099975,0.019363430620002623
0xd1acd3925d895de9aec98ff95f3a30c5279d08d5,48,170,0.8439696866493901,0.15301005452980607,0.690959632119584
0xde264f5e8340592f43e565c520958b53ffd70972,22,92,-3.773652679494305,-0.2934073677153561,-3.480245311778949
0xe1b361d6a6f237b9ed7534d19b232df8369e1426,309,378,0.07854506797490492,0.10138842757035674,-0.02284335959545182
0xe27757cc1dff108d82cb2ce371a40ef7a52b8e46,15,174,0.8210872145131426,0.27789277799595935,0.5431944365171832
0xe781f51daaa8aaa3d48077991789fb412dd15e52,10,23,0.1762769471948792,0.1918656195016168,-0.015588672306737578
0xeafc14c8639ef6fbf882b74c3e6de2fe72d10d5c,290,305,0.1207547016691946,0.047887666088329915,0.07286703558086469
